assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,bases_n,proportion_n,CRBB_hits,n_contigs_with_CRBB,p_contigs_with_CRBB,rbh_per_reference,n_refs_with_CRBB,p_refs_with_CRBB,cov25,p_cov25,cov50,p_cov50,cov75,p_cov75,cov85,p_cov85,cov95,p_cov95,reference_coverage,score,optimal_score,cutoff,weighted,genotype
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,BAZ9504
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,BTx623
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,cv.BRS330
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,Della
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,DKS-3707
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,DKS-4420
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,keller
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,M35-1
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,Mota
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,NSL365694
/Storage/data1/jorge.munoz/SORGHUM_PAN/assemblies/contig_300/BAZ9504.fasta,238857,301,16602,414474819,1735.2425,0,144272,236,132076,43.75106,832,1801,2552,3454,5094,0.47289,0,0,199273,199273,0.83428,4.13472,36827,0.76412,10141,0.21042,4168,0.08648,1181,0.0245,558,0.01158,211,0.00438,0.117,NA,NA,NA,NA,PI651187
